"","Compound name","Floxed-ND1","Floxed-ND2","Floxed-ND3","Floxed-ND4","Floxed-HF1","Floxed-HF2","Floxed-HF3","Floxed-HF4","cKO-ND1","cKO-ND2","cKO-ND3","cKO-ND4","cKO-HF1","cKO-HF2","cKO-HF3","cKO-HF4"
"180","ADMA",3.43898741007195e-05,5.4469638095238e-05,5.25713345195729e-05,7.32642992424241e-05,0.000612803658969805,0.00053121846153846,0.000258692648221344,0.00042411587890625,5.84989673913043e-05,0.000136054751908397,6.05984952380951e-05,7.37302898550724e-05,0.000184289420849421,0.000162120689655173,0.000212029051383399,0.000243744186507936
"181","Adrenaline",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.54733876811594e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"182","Adrenic acid",5.123228515625e-05,4.98442771084338e-05,4.93551195219124e-05,9.25177861163225e-05,5.27348440366972e-05,0.000136721384892087,9.8876760828625e-05,3.97067437722419e-05,0.000141006915113872,0.00020321492481203,0.000131886018181818,0.000116285824175824,0.000431936789883268,0.000376685980582524,0.000102726307420495,0.000101205079051384
"183","AEA(20:5)",8.635060546875e-05,0.000103116807228916,6.42050597609562e-05,9.12417073170729e-05,2.22044604925031e-16,2.40242266187051e-05,2.22044604925031e-16,2.22044604925031e-16,6.15851138716356e-05,6.31995112781955e-05,7.72744727272728e-05,0.000104898846153846,4.6579260700389e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"184","AEA(22:6)",0.00076140685546875,0.000750971104417672,0.00079238109561753,0.000883749230769228,2.22044604925031e-16,6.46448920863311e-05,3.73929190207155e-05,1.98209074733096e-05,0.00124503946169772,0.00108606610902256,0.00124528767272727,0.00123545877289377,7.66006614785991e-05,5.23480776699028e-05,4.16840812720848e-05,2.74724703557313e-05
"185","Agmatine",2.54955035971224e-06,3.74851428571428e-06,2.92430604982206e-06,2.22044604925031e-16,0.000204391865008881,0.000230133902439024,0.000201548379446641,0.00024282240234375,4.41626811594203e-06,4.23536259541986e-06,1.49197714285714e-05,4.82117753623188e-06,0.000112607297297297,1.41823563218391e-05,0.000110877569169961,0.000302186428571428
"186","Ala-Ala",0.000410693830935253,0.000258233161904761,0.000385578149466192,0.00117139554924242,0.000549129946714032,0.000806873151969979,0.000229894644268775,0.00054875740234375,0.000583836123188406,0.00183979721374046,0.000789973942857141,0.000847314945652174,0.000934448416988417,0.00117192808429119,0.000865861363636365,0.000389590198412698
"187","Ala",0.000389689064748202,0.000280707695238095,0.00035187434163701,0.000470156174242423,0.00103836124333925,0.00116118001876172,0.000519493379446641,0.000780170234375,0.000430058007246377,0.000518676068702291,0.000421205447619047,0.000319963695652174,0.00082704166023166,0.00109231752873563,0.00107203490118577,0.000668229146825395
"188","Allantoic acid",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,7.13071225577265e-05,3.77347654784239e-05,3.58700592885376e-05,3.674125e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.43553667953668e-05,2.22044604925031e-16,6.46104545454546e-05,8.98691865079363e-05
"189","allo-Threonine",2.62197482014389e-05,3.41513333333333e-05,3.52403024911032e-05,5.02915909090908e-05,3.12231793960924e-05,3.72425891181988e-05,2.22044604925031e-16,5.32326953125e-05,2.22044604925031e-16,6.11265267175574e-05,4.01624190476189e-05,3.58364311594203e-05,2.22044604925031e-16,5.29224712643679e-05,2.22044604925031e-16,2.97588095238095e-05
"190","Allocholic acid
Hyocholic acid",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,9.48801438848923e-05,0.000175341111111111,8.25707117437721e-05,2.22044604925031e-16,4.60413533834586e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.000814305165048542,2.22044604925031e-16,2.22044604925031e-16
"191","Alloisoleucine",0.000118148183453238,0.000105024876190476,8.90837900355871e-05,0.000225887367424242,5.68116696269982e-05,6.90903939962475e-05,2.22044604925031e-16,4.939951171875e-05,0.000170025996376812,0.000263246335877863,0.00036531678095238,0.000164580398550725,0.000118506409266409,0.00194966954022989,0.00055250219367589,0.000121352936507936
"192","Aminoacetone",0.000110470575539569,0.000121030723809524,2.22044604925031e-16,2.22044604925031e-16,0.000361586323268206,0.000351944315196997,0.000334357984189724,0.00011094642578125,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.000236314247104247,0.000138726704980843,0.000225347845849803,0.000136334325396825
"193","AMP",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.000148162060390764,0.000248528986866791,2.22044604925031e-16,8.59441015625e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"194","Anandamide",8.1557578125e-05,0.000101612871485944,2.22044604925031e-16,5.80022889305815e-05,2.22044604925031e-16,5.93932194244605e-05,2.22044604925031e-16,2.22044604925031e-16,7.08795652173913e-05,2.22044604925031e-16,8.65097272727273e-05,8.85995238095237e-05,0.000118735972762646,2.22044604925031e-16,8.76228268551237e-05,2.22044604925031e-16
"195","Androsterone",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,7.5580194552529e-05,6.3152776699029e-05,2.22044604925031e-16,2.22044604925031e-16
"196","Anserine_divalent",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.39382415630551e-05,3.81355159474671e-05,2.01397826086957e-05,2.249521484375e-05,2.22044604925031e-16,8.74872137404582e-06,2.22044604925031e-16,2.22044604925031e-16,1.75809459459459e-05,2.22044604925031e-16,1.73084980237154e-05,2.87390476190476e-05
"197","Anthranilic acid",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,7.80672468916519e-05,4.48696998123826e-05,4.09006916996048e-05,4.13912109375e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.05399209486166e-05,2.77934325396825e-05
"198","Arachidic acid",6.785587890625e-05,6.10913654618475e-05,6.94668725099602e-05,0.000116555891181988,3.75147339449541e-05,8.55321043165469e-05,7.06910734463275e-05,2.91387366548042e-05,0.000161860476190476,5.85817857142857e-05,0.000120233054545455,0.000124360366300366,0.000295486653696497,0.000167129514563106,4.3670406360424e-05,6.04669565217392e-05
"199","Arachidonic acid",0.00059246439453125,0.000461693995983937,0.000703393665338645,0.000382902476547841,0.000784173541284403,0.00213585307553957,0.0014751343126177,0.00074381612099644,0.000435931573498965,0.000284279943609022,0.000673349836363637,0.000725929102564102,0.00622275260700388,0.00176067532038835,0.00124195625441696,0.000875229249011859
"200","Arg",0.000179713866906475,0.000341828457142856,7.17858007117437e-05,0.000430207196969696,0.000617638685612789,0.000693954803001874,0.00101451786561265,0.0011294040234375,0.000105479402173913,0.000305207461832062,0.000251378076190476,0.000217797626811594,0.00272242635135135,0.00342599555555556,0.00336419948616601,0.00194678291666666
"201","Arg-Glu",2.45393525179857e-05,1.17431428571428e-05,1.46545551601423e-05,2.90508333333333e-05,1.21619715808171e-05,1.57564727954971e-05,2.774395256917e-05,1.707837890625e-05,1.84395289855072e-05,3.12991412213741e-05,4.70497142857142e-05,2.61172826086956e-05,6.69084942084942e-05,4.44209578544062e-05,6.69116205533598e-05,5.37512896825396e-05
"202","Argininic acid",9.08275179856117e-06,1.75317904761904e-05,4.5070587188612e-05,1.73030492424242e-05,0.00015215486678508,0.00017155401500938,9.04031422924902e-05,0.00016169564453125,2.25591847826087e-05,1.85440076335878e-05,1.86295619047619e-05,1.80256884057971e-05,5.26069884169884e-05,7.92949425287358e-05,9.81145454545456e-05,0.000170431805555555
"203","Argininosuccinic acid",1.29360431654676e-05,1.0930419047619e-05,1.06233096085409e-05,1.33489962121212e-05,8.95969449378331e-05,9.42226266416508e-05,5.55632015810277e-05,7.85353125e-05,1.25401992753623e-05,9.84435114503819e-06,6.95180952380951e-06,7.98413043478261e-06,8.37714478764479e-05,6.37712835249043e-05,0.000116296403162056,8.20453373015871e-05
"204","Ascorbate 2-sulfate",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.67478507992895e-05,2.84181801125703e-05,2.22044604925031e-16,4.692115234375e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.14240154440154e-05,2.52650574712644e-05,3.34977865612649e-05,0.00010320621031746
"205","Ascorbic acid",0.000362935341726619,0.000288197447619047,0.000365113434163701,0.00033595971590909,5.03374422735347e-05,5.2204090056285e-05,2.22044604925031e-16,3.972501953125e-05,0.000799640942028985,7.10405534351147e-05,0.00024524939047619,0.00041262661231884,0.000485548030888031,0.000356470076628353,0.000349023616600791,4.84246626984126e-05
"206","Asiatic acid",2.22044604925031e-16,1.94552409638555e-05,2.11838844621514e-05,1.4593583489681e-05,2.33093027522936e-05,4.04665287769785e-05,4.3690320150659e-05,1.7123665480427e-05,2.22044604925031e-16,3.87858082706767e-05,3.17024545454546e-05,2.79023626373626e-05,8.57436381322955e-05,2.22044604925031e-16,4.47961660777385e-05,1.37187351778656e-05
"207","Asn",2.51622661870504e-05,3.21609714285713e-05,2.04701067615658e-05,2.8952803030303e-05,2.22044604925031e-16,2.22044604925031e-16,4.84672332015811e-05,2.413287109375e-05,3.73239855072464e-05,3.95245610687024e-05,3.60010095238094e-05,2.9326286231884e-05,0.000162516988416988,0.000133006436781609,0.00016877766798419,0.000104332003968254
"208","Asp",0.00125583861510792,0.0010738844,0.000926276423487543,0.00224065568181818,0.00111170502664298,0.00149539596622889,0.0023356497826087,0.0061072543359375,0.000950039619565217,0.00407341736641222,0.00241139074285714,0.00174423891304348,0.00136384254826255,0.00359736733716476,0.00458919223320159,0.00354573067460317
"209","Aspartame",2.81028776978418e-06,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.27055343511451e-06,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"210","Astaxanthin",2.22044604925031e-16,2.86521285140563e-05,2.22044604925031e-16,2.22044604925031e-16,4.08002752293578e-05,7.16954676258994e-05,6.78022975517889e-05,4.0021049822064e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.30657875457875e-05,5.34262451361867e-05,4.73902135922329e-05,5.19182508833922e-05,3.69074505928854e-05
"211","Azelaic acid",0.000135909136690648,0.000122262342857143,9.05676334519572e-05,0.000170812140151515,7.86363410301954e-05,6.77143902439023e-05,6.7703300395257e-05,6.575982421875e-05,0.000148922083333333,0.000138451641221374,0.000278934399999999,0.000112258713768116,9.21614864864865e-05,8.52628352490423e-05,0.00010171243083004,2.22044604925031e-16
"212","Baicalein-1",1.57369921875e-05,2.62536144578314e-05,1.87438645418327e-05,2.22044604925031e-16,0.00114691933944954,0.000252047266187051,0.00080651870056497,0.000428530160142348,2.12649482401656e-05,2.22044604925031e-16,2.22044604925031e-16,3.20799267399267e-05,0.000139075797665369,7.00717864077669e-05,0.000833677862190813,0.000425986363636364
"213","Baicalein-2",2.22044604925031e-16,2.22044604925031e-16,2.22929880478088e-05,2.22044604925031e-16,2.22044604925031e-16,1.33721942446043e-05,3.47656873822975e-05,4.49688078291814e-05,1.39551345755694e-05,2.22044604925031e-16,2.22044604925031e-16,1.89860805860806e-05,6.20561478599221e-05,2.22044604925031e-16,3.23189045936396e-05,4.0581324110672e-05
"214","Behenic acid",0.0001436910546875,0.000177540883534137,0.000175127490039841,0.000241537504690431,0.000236813541284404,0.000311959730215828,0.000234636911487758,0.000144992064056939,0.000373908799171843,0.000170788909774436,0.000294644418181818,0.000274191391941392,0.000851818093385212,0.000650412834951455,0.000232986996466431,0.000276935553359684
"215","Betaine",0.00028896760791367,2.22044604925031e-16,0.000521401192170818,0.000504337462121211,0.00477748076376554,0.00349172523452157,0.0023546790513834,0.00378400197265625,0.00184245364130435,0.000450387041984734,0.000571193561904761,0.000768087880434782,0.000312808822393822,2.22044604925031e-16,0.00038279162055336,0.00417869422619047
"216","Betonicine",0.000125130449640288,4.33401714285713e-05,6.73415302491102e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,8.05967391304348e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"217","Betulinic acid-1",2.700935546875e-05,5.27891967871487e-05,1.5564422310757e-05,3.81911257035646e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.51572049689441e-05,2.95894736842105e-05,4.72503818181819e-05,1.07556593406593e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"218","Betulinic acid-2",0.00069581556640625,0.000775860220883536,0.000624758207171315,0.000698068724202625,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.000745001242236025,0.000703489116541353,0.00109244152727273,0.000636766245421245,1.42576653696498e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"219","Biliverdin",1.890583984375e-05,3.71744979919679e-05,2.13711752988048e-05,2.47628893058161e-05,0.000233790532110092,0.000462988525179857,0.000299997928436911,0.000206729110320284,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.88417399267399e-05,0.000595292859922178,0.000119091009708738,0.00020571816254417,0.000280798794466404
"220","Biopterin",2.22044604925031e-16,2.22044604925031e-16,4.3947153024911e-06,2.22044604925031e-16,3.18740497335702e-05,1.84538649155722e-05,1.70152964426878e-05,2.456478515625e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.54075868725869e-05,9.15245210727971e-06,1.2485138339921e-05,2.76450992063491e-05
"221","Biotin",2.22044604925031e-16,2.22044604925031e-16,1.6474561752988e-05,2.22044604925031e-16,2.93303302752293e-05,3.96051438848922e-05,1.93594538606403e-05,3.26640569395017e-05,2.22044604925031e-16,1.78711466165413e-05,3.81095090909091e-05,2.97200915750916e-05,4.83239299610894e-05,3.1559281553398e-05,2.22044604925031e-16,2.22044604925031e-16
"222","Butyric acid
Isobutyric acid",0.00377441257194245,0.00114136436190476,0.00510407469750889,0.0168331057575757,0.00106243037300178,0.00209362896810506,0.00103198507905138,0.00107895240234375,0.00394813282608695,0.0983231216984735,0.018562442247619,0.0252294568115942,0.0019451821042471,0.00130626346743295,0.00097991624505929,0.0005441385515873
"223","Cadaverine",0.000382460539568346,0.000334646552380952,0.000436001690391459,0.000299707196969696,0.0125835352930728,0.0133696428893058,0.00466335658102768,0.0098673033984375,0.000500026050724637,0.000289819541984734,0.000633034019047618,0.000210995778985507,0.00281262084942085,0.000860961704980845,0.00246147818181819,0.00566934214285713
"224","Caffeic acid",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.65951687388988e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,4.86166123188406e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"225","Caffeine",0.000174064298561151,0.000162380533333333,0.000151650604982206,0.000132607727272727,0.000693288419182949,0.00050028219512195,0.00178621023715415,0.00064566681640625,0.000170025996376812,7.62691603053437e-05,9.43736380952379e-05,0.000113205634057971,0.00800010484555984,0.00017766408045977,0.00247707964426878,0.00123618684523809
"226","Campesterol-1",0.0032674762109375,0.00419111602409639,0.00416115623505976,0.00256664118198874,0.00249779649541284,0.00119070773381295,0.00162436757062146,0.00161105610320284,0.00342628604554865,0.00259556206766917,0.00368636965454546,0.0036396089010989,0.000929280992217897,0.00247092467961165,0.00357344765017668,0.00205186316205534
"227","Campesterol-2",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.000108225053956835,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.00028332700389105,0.00169178980582524,2.22044604925031e-16,2.22044604925031e-16
"228","Capsaicin",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,4.62077225672878e-05,2.82446428571428e-05,3.87126363636364e-05,3.15892857142857e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"229","Carboxymethyllysine",8.76550539568347e-05,9.67482857142855e-05,8.79438078291814e-05,9.64657575757574e-05,0.000143935310834814,0.000200760243902438,8.27236758893282e-05,0.000128726640625,9.45211413043478e-05,0.000127927442748092,0.000112712857142857,0.000106342355072464,0.000162516988416988,0.000117107988505747,0.000160639486166008,0.000120036507936508
"230","Carnitine",6.41442086330936e-05,8.03609523809522e-05,4.05437010676156e-05,4.09129734848484e-05,0.000710787531083482,0.000854347223264538,0.000220144723320158,0.00047378533203125,7.52741485507246e-05,2.22044604925031e-16,7.74860571428569e-05,4.57398007246377e-05,0.00151591963320463,0.000277887375478928,0.000590235513833993,0.000554960238095237
"231","Castanospermine",4.4747392086331e-05,4.5712038095238e-05,3.88419928825622e-05,5.08961363636363e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,5.22371014492753e-05,4.35473282442749e-05,3.80333333333332e-05,3.51301449275362e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"232","Cepharanthine",6.307017578125e-05,7.69326907630524e-05,4.32457569721115e-05,5.42561163227015e-05,2.22044604925031e-16,2.22044604925031e-16,2.02139924670433e-05,1.6458434163701e-05,6.63834575569358e-05,4.18020676691729e-05,6.13672545454546e-05,6.23935164835164e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"233","Chenodeoxycholic acid",2.22044604925031e-16,2.02071485943775e-05,1.48250199203187e-05,2.99856848030018e-05,0.000106230678899083,1.26473561151079e-05,2.22044604925031e-16,3.22521352313167e-05,3.01253623188406e-05,2.22044604925031e-16,2.6722e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.04983568904594e-05,2.22044604925031e-16
"234","Chenodeoxycholic acid 3-β-D-glucuronide",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.000136896366972477,0.000156792194244605,2.59419209039547e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.000192950770750988
"235","Cholestenone",0.0002532316796875,0.000244603554216868,0.000303177868525896,0.000335949793621012,0.00290012987155963,0.00664620800359713,0.00586547380414311,0.00184076635231316,0.000467291242236025,0.000243383157894737,0.000372048345454546,0.000310360036630036,0.0198619573735408,0.0341135726019417,0.00949350830388693,0.00611242284584981
"236","Cholesterol sulfate",0.00673885103515625,0.00584603544176708,0.00782613260956175,0.00662014328330205,0.0126147317431193,0.023701040557554,0.0189490925047081,0.0183103519217082,0.00891988923395445,0.00592918212406015,0.00864595738181819,0.00878098311355311,0.0296267022568093,0.0130516862135922,0.0119527442932862,0.0131784272529644
"237","Cholesterol
Lathosterol",0.00296372751953125,0.00325751170682732,0.00677731806772908,0.00273979088180112,0.0776590587889908,0.0413883077697842,0.0483495836534839,0.0446455489679715,0.0044677168115942,0.00280193620300752,0.00380541003636364,0.00420339351648351,0.0420388218093384,0.0767687023300969,0.0782957718021201,0.0571128787154151
"238","Cholic acid 7-sulfate-1",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.97579449541284e-05,2.52447122302159e-05,3.23958757062146e-05,1.97327758007117e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.000224593579766537,2.22044604925031e-16,0.000112952014134276,3.70275296442688e-05
"239","Cholic acid 7-sulfate-2",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,3.29205137614679e-05,2.22044604925031e-16,4.20768173258003e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.00126043441634241,0.00681764652427183,0.000407199540636042,2.22044604925031e-16
"240","Cholic acid 7-sulfate-3",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.000137770128440367,8.41323920863311e-05,0.000204131845574387,5.23576334519572e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.00239026291828793,0.0045542362330097,0.00157579328621908,5.81674505928855e-05
"241","Cholic acid 7-sulfate-4",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,6.0644494163424e-05,0.000310796718446601,5.0378109540636e-05,2.22044604925031e-16
"242","Cholic acid 7-sulfate-5",0.0005279965625,0.00225348779116466,0.0014383228685259,0.00477138457786115,4.03896513761468e-05,0.000101003866906475,5.26149340866289e-05,2.38547330960854e-05,0.00271337031055901,2.18263533834586e-05,0.000100758236363636,0.00371001681318681,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,4.86819169960475e-05
"243","Cholic acid 7-sulfate-6",1.301388671875e-05,8.83788353413656e-05,4.49926494023904e-05,0.000136518799249531,0.000128835357798165,0.00011100178057554,0.000230502335216572,0.000160076690391459,0.000176638364389234,2.22044604925031e-16,2.22044604925031e-16,0.000238214487179487,0.00469918655642022,0.0241808673592233,0.00192196683745583,8.67024110671938e-05
"244","Cholic acid 7-sulfate-7",2.22044604925031e-16,2.22044604925031e-16,0.000196681075697211,1.6934052532833e-05,9.22789174311926e-05,9.08309892086333e-05,0.000157920451977401,0.000146833790035587,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.000922598229571983,0.00266670978640776,0.000505375865724382,9.52472332015812e-05
"245","Cholic acid 7-sulfate-8",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.1797535971223e-05,3.38580979284368e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.000348734124513618,0.000191737708737864,0.000148929681978799,2.22044604925031e-16
"246","Cholic acid",2.27347265625e-05,3.74067068273093e-05,8.96895418326693e-05,5.63918011257034e-05,0.09857342253211,0.120720089316547,0.106328110640301,0.0824102211743771,0.000150247039337474,1.53172556390977e-05,7.93040181818182e-05,8.15247802197801e-05,0.0281339384241245,0.0407693738640776,0.113746203798587,0.047548591679842
"247","Choline",0.00240388658273382,0.00231668434285714,0.00199772704626334,0.00222184943181818,0.0200844618294849,0.0197070590619136,0.00837937179841898,0.00762058876953125,0.00285924798913043,0.0014500461259542,0.00198950784761904,0.00201344201086956,0.0303081275868726,0.00497646827586208,0.0118081043873518,0.00790536964285713
"248","Chrysoeriol",2.22044604925031e-16,1.31498995983936e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.11274387947269e-05,3.41556761565836e-05,2.22044604925031e-16,2.22044604925031e-16,3.25306727272728e-05,2.22044604925031e-16,9.31914396887158e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16
"249","cis-10-Nonadecenoic acid",1.215896484375e-05,1.49438755020081e-05,2.22044604925031e-16,1.87789118198874e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,1.3701966873706e-05,2.22044604925031e-16,1.32492545454546e-05,1.03815567765568e-05,2.99834630350194e-05,1.08001165048543e-05,2.22044604925031e-16,2.22044604925031e-16
"250","cis-11,14-Eicosadienoic acid",6.044650390625e-05,4.39544377510041e-05,4.85417729083665e-05,6.25321200750467e-05,2.84954128440367e-05,8.15829316546764e-05,7.85064218455742e-05,4.17238612099644e-05,0.000120627991718426,0.000214143026315789,9.29683090909092e-05,0.000102319065934066,0.000437639863813229,0.00050453976699029,0.000103992791519435,6.76529644268776e-05
"251","cis-11-Eicosenoic acid",0.000188685546875,0.000251351767068274,0.000253467211155379,0.000308089737335834,2.81571926605504e-05,8.44823201438851e-05,8.24897363465158e-05,3.92682206405694e-05,0.000288247743271221,0.000181926033834586,0.000319387018181818,0.000239430347985348,0.000397605447470816,0.000220728990291262,4.93930565371025e-05,8.33053952569171e-05
"252","cis-13-Eicosenoic acid",2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,6.83155639097744e-05,2.93399272727273e-05,1.53384981684982e-05,0.000117731634241245,0.000228406504854368,2.78158480565371e-05,1.43720158102767e-05
"253","cis-4,7,10,13,16,19-Docosahexaenoic acid",0.001217099375,0.00102686736947791,0.00120559589641434,0.000985259362101311,0.000260771100917431,0.000611896960431656,0.000439020866290018,0.00021030756227758,0.000843161801242236,0.000529385921052631,0.00110272169090909,0.00105829457875458,0.00198740612840467,0.000481822291262135,0.000381400706713781,0.000216677648221344
"254","cis-4-Hydroxyproline",7.86881834532376e-05,0.000113865409523809,4.53679715302491e-05,6.64182386363635e-05,2.51049911190053e-05,2.22044604925031e-16,2.22044604925031e-16,2.99636328125e-05,4.80021014492753e-05,3.25910114503818e-05,3.61945714285713e-05,3.11841304347826e-05,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,4.22927579365078e-05
"255","cis-5,8,11,14,17-Eicosapentaenoic acid",0.00056184533203125,0.000486318514056226,0.000503533147410359,0.0004679582739212,1.55583302752293e-05,3.6567356115108e-05,3.48413182674199e-05,1.74306227758007e-05,0.000348340227743271,0.000187240789473684,0.000600909890909091,0.000367375934065934,4.67821011673151e-05,3.79579417475727e-05,2.54235865724382e-05,1.55479051383399e-05
"256","cis-8,11,14-Eicosatrienoic acid",9.50235546875e-05,6.58846787148596e-05,7.1278406374502e-05,0.000109672120075047,0.000199016935779816,0.000697704010791368,0.000520376120527306,0.000286037580071174,0.000118666045548654,0.000151500526315789,0.000115252618181818,0.00014680695970696,0.00193077071984435,0.00121015633009708,0.000354429187279152,0.000431970355731226
"257","cis-Aconitic acid",9.78718165467628e-05,2.22044604925031e-16,2.22044604925031e-16,7.34847537878786e-05,0.000131162362344583,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,0.000153018369565217,2.22044604925031e-16,2.22044604925031e-16,7.375e-05,2.22044604925031e-16,2.22044604925031e-16,0.00013483918972332,0.000176372936507936
